,fa_dun_dev,PredictionRunName,cart_bonded,fa_intra_sol_xover4,yhh_planarity,total,fa_intra_elec,fa_dun_semi,pro_close,hbond_sr_bb,fa_sol,lk_ball_bridge,rama_prepro,hbond_sc,ScoreMethodID,ref,ExperimentalDDG,hbond_bb_sc,lk_ball_wtd,lk_ball_iso,fa_intra_rep_xover4,fa_dun,fa_intra_rep,StructureOrder,fa_rep,lk_ball,fa_dun_rot,omega,fa_elec,hbond_lr_bb,hxl_tors,fa_atr,lk_ball_bridge_uncpl,fa_intra_atr_xover4,p_aa_pp,PredictionID,rama,DataSetID
1093,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.2306,,,-0.0,-0.0,1.0116,,,-0.4572,35000,0.0,0.3096,-0.0232,,,,0.0,0.0,id_50,0.0774,,,0.0,-0.8386,0.0044,,-1.005,,,0.0,152351,0.0,46
1117,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.6893,,,0.0,0.0,-0.8605,,,0.0014,35000,0.0,2.7384,-0.0289,,,,0.0,0.0,id_50,-0.4347,,,0.0,-0.0267,-0.0,,3.0386,,,0.0,152352,0.0,47
1141,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1065,,,-0.0,0.0,0.082,,,0.0085,35000,0.0,1.4347,-0.014,,,,0.0,0.0,id_50,0.0094,,,0.0,-0.0404,-0.0016,,-0.1504,,,0.0,152353,0.0,48
1165,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1971,,,0.0,0.0,0.2029,,,-0.036,35000,0.0,0.2721,0.0242,,,,0.0,0.0,id_50,0.0271,,,0.0,-0.1566,0.0024,,-0.2611,,,0.0,152354,0.0,49
1189,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1685,,,0.0,0.0,0.0352,,,-0.0694,35000,0.0,0.0,-0.0115,,,,0.0,0.0,id_50,-0.0273,,,0.0,-0.0627,-0.0047,,-0.0281,,,0.0,152355,0.0,50
1213,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.7252,,,-0.0,0.0,-0.16,,,-0.0367,35000,0.0,0.2721,-0.0338,,,,0.0,0.0,id_50,-0.1012,,,0.0,0.0962,-0.0004,,0.9611,,,0.0,152356,0.0,51
1237,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.7127,,,0.0,-0.0,-0.6219,,,0.6184,35000,0.0,1.2387,-0.0708,,,,0.0,0.0,id_50,0.0306,,,0.0,0.2927,-0.0,,0.4635,,,0.0,152357,0.0,52
1261,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.2025,,,0.0,0.0,-0.518,,,0.8322,35000,0.0,0.7917,-0.0131,,,,0.0,0.0,id_50,-0.0322,,,0.0,0.8683,0.0,,0.0652,,,0.0,152358,0.0,53
1285,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.089,,,-0.0,0.0,-1.3567,,,0.1783,35000,0.0,1.2652,0.3166,,,,0.0,0.0,id_50,-0.0127,,,0.0,0.804,0.0,,1.1595,,,0.0,152359,0.0,54
1309,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.5524,,,0.0,-0.0,-0.5141,,,0.0577,35000,0.0,1.0266,0.0441,,,,0.0,0.0,id_50,0.0309,,,0.0,0.7519,-0.0,,0.1819,,,0.0,152360,0.0,55
1333,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.8884,,,0.0,0.0,-2.0563,,,0.9455,35000,0.0,1.8489,0.2694,,,,0.0,-0.0,id_50,-0.0851,,,0.0,1.5416,-0.0,,1.2732,,,0.0,152361,0.0,56
1357,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.4096,,,0.0,-0.0,-1.2505,,,0.7833,35000,0.0,1.9793,0.0385,,,,0.0,0.0,id_50,-0.0386,,,0.0,1.409,-0.0,,0.4679,,,0.0,152362,0.0,57
1381,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.5982,,,0.0,-0.0,-2.2854,,,0.821,35000,0.0,1.6868,0.256,,,,0.0,0.0,id_50,-0.0959,,,0.0,1.4485,-0.0,,1.454,,,0.0,152363,0.0,58
1405,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.1618,,,0.0,-0.0,-1.2109,,,0.7948,35000,0.0,1.8496,-0.017,,,,0.0,0.0,id_50,-0.0369,,,0.0,1.2209,-0.0,,0.4108,,,0.0,152364,0.0,59
1429,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.3679,,,-0.0,-0.0,-1.8764,,,0.0679,35000,0.0,2.7289,0.3678,,,,0.0,0.0,id_50,-0.0421,,,0.0,1.5276,0.0,,1.3231,,,0.0,152365,0.0,60
1453,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.6683,,,-0.0,-0.0,-2.3289,,,0.5059,35000,0.0,2.7158,0.3944,,,,0.0,-0.0,id_50,-0.0334,,,0.0,1.3939,0.0,,1.7364,,,0.0,152366,0.0,61
1477,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.3231,,,0.0,0.0,-2.5394,,,0.9642,35000,0.0,2.5086,0.3576,,,,0.0,0.0,id_50,-0.1017,,,0.0,1.9664,-0.0,,1.676,,,0.0,152367,0.0,62
1501,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.735,,,0.0,0.0,-2.3609,,,0.7806,35000,0.0,2.7873,0.2768,,,,0.0,-0.0,id_50,-0.0709,,,0.0,1.7102,-0.0,,1.3991,,,0.0,152368,0.0,63
1525,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.1514,,,-0.0,0.0,-2.3374,,,-0.0272,35000,0.0,3.2857,0.0873,,,,0.0,0.0,id_50,-0.2219,,,0.0,0.1256,0.01,,3.5149,,,0.0,152369,0.0,64
1549,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.5745,,,0.0,-0.0,-5.0039,,,0.8132,35000,0.0,1.1686,0.0436,,,,0.0,0.0,id_50,-0.2231,,,0.0,0.1588,-0.0154,,4.8012,,,0.0,152370,0.0,65
1573,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.7679,,,0.0,-0.0,-0.6303,,,-0.0338,35000,0.0,1.3463,-0.0424,,,,0.0,0.0,id_50,-0.4307,,,0.0,0.0108,-0.003,,1.8972,,,0.0,152371,0.0,66
1597,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.8979,,,-0.0,-0.0,-2.4843,,,0.6334,35000,0.0,3.5197,0.1535,,,,0.0,-0.0,id_50,-0.0815,,,0.0,1.6536,-0.004,,4.0273,,,0.0,152372,0.0,67
1621,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.3654,,,0.0,-0.0,-2.9852,,,0.7063,35000,0.0,1.4524,0.1893,,,,0.0,0.0,id_50,-0.1393,,,0.0,1.6676,0.0015,,1.9252,,,0.0,152373,0.0,68
1645,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.1255,,,0.0,-0.0,-0.0131,,,0.0494,35000,0.0,-0.2875,0.0334,,,,0.0,0.0,id_50,0.0604,,,0.0,0.0607,0.0081,,-0.0734,,,0.0,152374,0.0,69
1669,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1046,,,0.0,-0.0,0.1018,,,-0.0383,35000,0.0,0.674,0.0059,,,,0.0,0.0,id_50,0.0063,,,0.0,-0.0726,0.0096,,-0.1173,,,0.0,152375,0.0,70
1693,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.1028,,,-0.0,0.0,-0.0445,,,0.0116,35000,0.0,0.3631,0.0272,,,,0.0,0.0,id_50,-0.013,,,0.0,0.082,0.0029,,0.0367,,,0.0,152376,0.0,71
1717,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0468,,,-0.0,0.0,-0.001,,,-0.0059,35000,0.0,0.6613,-0.0377,,,,0.0,0.0,id_50,-0.0121,,,0.0,-0.0007,0.0003,,0.0102,,,0.0,152377,0.0,72
1741,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0639,,,0.0,0.0,0.0512,,,-0.008,35000,0.0,0.4202,-0.02,,,,0.0,0.0,id_50,0.0213,,,0.0,-0.074,-0.0011,,-0.0335,,,0.0,152378,0.0,73
1765,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0179,,,0.0,0.0,0.058,,,0.0062,35000,0.0,0.1964,0.0243,,,,0.0,0.0,id_50,-0.0047,,,0.0,-0.0337,0.0,,-0.0323,,,0.0,152379,0.0,74
1789,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.1251,,,0.0,0.0,0.0195,,,0.04,35000,0.0,-0.4832,0.006,,,,0.0,0.0,id_50,0.0007,,,0.0,0.0146,0.0,,0.0444,,,0.0,152380,0.0,75
1813,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.168,,,-0.0,-0.0,0.0911,,,-0.0798,35000,0.0,-0.0192,0.0035,,,,0.0,0.0,id_50,-0.0088,,,0.0,-0.0748,-0.0,,-0.0993,,,0.0,152381,0.0,76
1837,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.102,,,-0.0,0.0,-0.0433,,,0.0606,35000,0.0,-0.4597,0.034,,,,0.0,0.0,id_50,0.0106,,,0.0,0.0317,-0.0,,0.0083,,,0.0,152382,0.0,77
1861,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.2978,,,0.0,0.0,-0.2516,,,-0.0469,35000,0.0,-1.3382,0.0674,,,,0.0,0.0,id_50,-0.0072,,,0.0,-0.1621,-0.0,,0.1027,,,0.0,152383,0.0,78
1885,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.6513,,,-0.0,-0.0,1.5054,,,-0.0323,35000,0.0,-1.9872,0.1266,,,,0.0,0.0,id_50,0.0475,,,0.0,-1.4396,0.0,,-0.8589,,,0.0,152384,0.0,79
1909,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0359,,,-0.0,-0.0,0.0642,,,-0.0232,35000,0.0,-0.4026,-0.0173,,,,0.0,0.0,id_50,0.0311,,,0.0,0.007,-0.0,,-0.0259,,,0.0,152385,0.0,80
1933,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.5979,,,0.0,0.0,1.7162,,,0.0781,35000,0.0,-2.3983,-0.0111,,,,0.0,0.0,id_50,0.072,,,0.0,-1.3875,-0.0,,-1.0656,,,0.0,152386,0.0,81
1957,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.7948,,,-0.0,-0.0,2.154,,,-0.0609,35000,0.0,-3.0571,-0.0131,,,,0.0,0.0,id_50,0.0854,,,0.0,-1.5922,0.0,,-1.368,,,0.0,152387,0.0,82
1981,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.1399,,,0.0,-0.0,2.6095,,,-0.1546,35000,0.0,-3.3617,0.0165,,,,0.0,0.0,id_50,0.1626,,,0.0,-1.9847,0.0,,-1.7893,,,0.0,152388,0.0,83
2005,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0322,,,-0.0,0.0,-1.7264,,,0.2762,35000,0.0,0.6912,0.0034,,,,0.0,0.0,id_50,-0.2531,,,0.0,1.7155,0.0279,,0.9887,,,0.0,152389,0.0,84
2029,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.2507,,,-0.0,0.0,-1.936,,,0.2309,35000,0.0,0.869,0.003,,,,0.0,0.0,id_50,-0.1408,,,0.0,-0.075,0.0241,,4.1446,,,0.0,152390,0.0,85
2053,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0573,,,-0.0,-0.0,-0.3479,,,0.006,35000,0.0,0.925,-0.0058,,,,0.0,0.0,id_50,-0.1115,,,0.0,-0.0931,0.0169,,1.5928,,,0.0,152391,0.0,86
2077,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.296,,,0.0,0.0,-0.5384,,,0.0228,35000,0.0,1.7329,0.0141,,,,0.0,0.0,id_50,-0.0101,,,0.0,0.377,-0.0182,,0.4487,,,0.0,152392,0.0,87
2101,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.0516,,,0.0,0.0,0.6232,,,-0.0645,35000,0.0,2.5151,-0.0034,,,,0.0,0.0,id_50,-0.1747,,,0.0,-0.0484,-0.0032,,2.7227,,,0.0,152393,0.0,88
2125,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.3252,,,0.0,-0.0,-0.4713,,,0.0149,35000,0.0,-0.0575,-0.0083,,,,0.0,0.0,id_50,-0.0762,,,0.0,0.4256,-0.0266,,0.467,,,0.0,152394,0.0,89
2149,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.2678,,,0.0,0.0,-0.0871,,,0.0249,35000,0.0,2.4444,0.0123,,,,0.0,0.0,id_50,-0.2822,,,0.0,0.0436,0.0019,,2.5543,,,0.0,152395,0.0,90
2173,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.2674,,,0.0,0.0,0.2682,,,0.0081,35000,0.0,2.2943,-0.0058,,,,0.0,0.0,id_50,-0.2412,,,0.0,-0.0655,-0.0013,,1.3049,,,0.0,152396,0.0,91
2197,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0748,,,-0.0,0.0,-0.0823,,,0.0012,35000,0.0,-0.0426,0.0,,,,0.0,0.0,id_50,-0.0313,,,0.0,0.0414,0.0056,,0.1401,,,0.0,152397,0.0,92
2221,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.1402,,,0.0,0.0,-0.8809,,,0.0161,35000,0.0,-0.0456,-0.0015,,,,0.0,0.0,id_50,-0.1425,,,0.0,0.1834,-0.0034,,0.9691,,,0.0,152398,0.0,93
2245,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0487,,,0.0,0.0,-0.0434,,,-0.0105,35000,0.0,0.6682,-0.0064,,,,0.0,0.0,id_50,-0.0144,,,0.0,0.0029,-0.0013,,0.0242,,,0.0,152399,0.0,94
2269,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.6725,,,0.0,0.0,0.7148,,,-0.2478,35000,0.0,1.0867,-0.0413,,,,0.0,0.0,id_50,-0.0467,,,0.0,-1.1035,-0.0003,,2.3973,,,0.0,152400,0.0,95
2293,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.9489,,,0.0,-0.0,-0.9113,,,0.0764,35000,0.0,2.0628,0.0021,,,,0.0,0.0,id_50,-0.1543,,,0.0,0.3156,-0.001,,3.6215,,,0.0,152401,0.0,96
2317,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.7635,,,-0.0,-0.0,-3.1714,,,0.2633,35000,0.0,1.3636,0.1657,,,,0.0,0.0,id_50,-0.9612,,,0.0,0.2081,-0.0092,,7.2683,,,0.0,152402,0.0,97
2341,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.4205,,,0.0,-0.0,0.3778,,,0.0367,35000,0.0,1.2939,0.0419,,,,0.0,0.0,id_50,-0.7386,,,0.0,0.0899,0.0185,,1.5942,,,0.0,152403,0.0,98
