,fa_dun_dev,PredictionRunName,cart_bonded,fa_intra_sol_xover4,yhh_planarity,total,fa_intra_elec,fa_dun_semi,pro_close,hbond_sr_bb,fa_sol,lk_ball_bridge,rama_prepro,hbond_sc,ScoreMethodID,ref,ExperimentalDDG,hbond_bb_sc,lk_ball_wtd,lk_ball_iso,fa_intra_rep_xover4,fa_dun,fa_intra_rep,StructureOrder,fa_rep,lk_ball,fa_dun_rot,omega,fa_elec,hbond_lr_bb,hxl_tors,fa_atr,lk_ball_bridge_uncpl,fa_intra_atr_xover4,p_aa_pp,PredictionID,rama,DataSetID
709,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.4616,,,0.0,0.0,-6.5729,,0.0,0.9656,35000,0.0,0.2721,0.7987,-0.0004,,,0.0,-0.0,id_50,-0.1734,,,0.0,6.5633,0.0,,2.8807,,,0.0,146135,,30
733,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.7558,,,0.0,0.0,-1.4527,,0.0,1.1399,35000,0.0,0.3853,0.0413,-0.2846,,,0.0,0.0,id_50,-0.0315,,,0.0,1.5402,-0.0,,0.8034,,,0.0,146136,,31
757,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.7326,,,0.0,-0.0,-2.7093,,0.0,1.6831,35000,0.0,3.7715,-0.092,-0.2092,,,0.0,0.0,id_50,-0.3956,,,0.0,0.5474,0.0,,2.9082,,,0.0,146137,,32
781,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7772,,,0.0,0.0,-0.8353,,0.0,0.0544,35000,0.0,1.9536,0.0598,-0.0007,,,0.0,0.0,id_50,-0.055,,,0.0,0.2411,0.0,,1.313,,,0.0,146138,,33
805,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7545,,,-0.0,-0.0,-0.7458,,0.0,0.026,35000,0.0,1.375,-0.0027,0.0091,,,0.0,0.0,id_50,-0.1147,,,0.0,1.2404,-0.002,,0.3441,,,0.0,146139,,34
829,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.3372,,,-0.0,0.0,-0.4239,,0.0,-0.1044,35000,0.0,-0.0639,0.0309,0.1196,,,0.0,0.0,id_50,0.054,,,0.0,-0.1424,0.0014,,0.1276,,,0.0,146140,,35
853,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.6331,,,-0.0,-0.0,-1.1709,,0.0,0.9881,35000,0.0,-0.882,0.2398,-0.4459,,,0.0,0.0,id_50,0.1863,,,0.0,1.5506,0.0178,,0.2672,,,0.0,146141,,36
877,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0381,,,-0.0,0.0,0.0157,,0.0,0.0007,35000,0.0,0.8887,-0.0024,-0.0045,,,0.0,0.0,id_50,-0.0011,,,0.0,-0.0284,0.0006,,-0.0187,,,0.0,146142,,37
901,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.8593,,,-0.0,0.0,0.1771,,0.0,0.0065,35000,0.0,0.0,-0.0082,0.1623,,,0.0,0.0,id_50,-0.362,,,0.0,0.1454,0.0045,,0.7337,,,0.0,146143,,38
925,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.145,,,-0.0,0.0,-6.128,,0.0,2.0323,35000,0.0,1.3317,1.0908,-1.1053,,,0.0,0.0,id_50,-0.0609,,,0.0,4.0609,-0.0096,,2.2649,,,0.0,146144,,39
949,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.764,,,0.0,0.0,-12.65,,0.0,1.1582,35000,0.0,2.4325,2.0658,-0.1659,,,0.0,0.0,id_50,0.4003,,,0.0,6.1445,-0.1136,,6.9247,,,0.0,146145,,40
973,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0299,,,-0.0,0.0,-0.0214,,0.0,-0.013,35000,0.0,-0.2458,0.0008,-0.0101,,,0.0,0.0,id_50,-0.0183,,,0.0,0.0273,0.0007,,0.0041,,,0.0,146146,,41
997,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.3702,,,0.0,0.0,-0.5367,,0.0,0.001,35000,0.0,-0.4201,-0.0105,0.0158,,,0.0,0.0,id_50,-0.025,,,0.0,0.1656,-0.0009,,0.0205,,,0.0,146147,,42
1021,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0717,,,-0.0,0.0,-0.0305,,0.0,-0.0116,35000,0.0,1.57,-0.0032,-0.0063,,,0.0,-0.0,id_50,-0.017,,,0.0,-0.004,0.0031,,-0.0023,,,0.0,146148,,43
1045,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1642,,,-0.0,0.0,0.1899,,0.0,0.0149,35000,0.0,-0.2458,0.0021,-0.0185,,,0.0,0.0,id_50,-0.0143,,,0.0,0.0522,0.0016,,-0.0638,,,0.0,146149,,44
1069,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0262,,,0.0,-0.0,0.0217,,0.0,-0.008,35000,0.0,-0.2458,0.005,0.0133,,,0.0,0.0,id_50,-0.0059,,,0.0,-0.0517,-0.0007,,0.0001,,,0.0,146150,,45
1093,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-1.3081,,,-0.0,0.0,0.8334,,0.0,-0.7695,35000,0.0,0.3096,-0.0044,0.0715,,,0.0,0.0,id_50,0.0275,,,0.0,-0.6867,0.0029,,-0.7828,,,0.0,146151,,46
1117,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.3231,,,0.0,-0.0,-0.1838,,0.0,0.0218,35000,0.0,2.7384,0.0207,-0.1514,,,0.0,0.0,id_50,-0.6511,,,0.0,-0.0132,-0.001,,4.281,,,0.0,146152,,47
1141,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-1.115,,,0.0,-0.0,0.3862,,0.0,0.0042,35000,0.0,1.4347,-0.1266,-0.2757,,,0.0,0.0,id_50,0.0999,,,0.0,-0.5561,0.0042,,-0.6512,,,0.0,146153,,48
1165,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.7119,,,0.0,0.0,0.0769,,0.0,-0.2441,35000,0.0,0.2721,-0.0263,0.0558,,,0.0,0.0,id_50,0.0381,,,0.0,-0.4457,-0.0055,,-0.1612,,,0.0,146154,,49
1189,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0088,,,-0.0,0.0,-0.0083,,0.0,0.0093,35000,0.0,0.0,-0.0057,0.0151,,,0.0,0.0,id_50,-0.0054,,,0.0,0.0016,-0.0005,,0.0027,,,0.0,146155,,50
1213,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.8158,,,-0.0,0.0,0.2392,,0.0,0.0557,35000,0.0,0.2721,0.0013,-0.001,,,0.0,0.0,id_50,-0.3815,,,0.0,0.0973,-0.0,,0.8048,,,0.0,146156,,51
1237,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,0.4024,,,0.0,0.0,-0.4209,,0.0,0.2222,35000,0.0,1.2387,0.0332,0.0342,,,0.0,0.0,id_50,0.0639,,,0.0,0.3553,-0.0,,0.1146,,,0.0,146157,,52
1261,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.5151,,,-0.0,0.0,-1.5133,,0.0,0.5634,35000,0.0,0.7917,0.0229,-0.0788,,,0.0,0.0,id_50,0.0237,,,0.0,1.3664,0.0,,0.1307,,,0.0,146158,,53
1285,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.2034,,,-0.0,0.0,-1.6435,,0.0,0.0608,35000,0.0,1.2652,0.3097,-0.1749,,,0.0,0.0,id_50,-0.0341,,,0.0,1.4391,-0.0,,1.2462,,,0.0,146159,,54
1309,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.9102,,,0.0,-0.0,-0.8307,,0.0,0.0195,35000,0.0,1.0266,-0.0086,0.0932,,,0.0,0.0,id_50,-0.0051,,,0.0,1.4163,-0.0,,0.2255,,,0.0,146160,,55
1333,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.9958,,,-0.0,0.0,-3.3154,,0.0,0.7602,35000,0.0,1.8489,0.3374,-0.2005,,,0.0,0.0,id_50,0.0845,,,0.0,2.885,0.0,,1.4446,,,0.0,146161,,56
1357,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.3336,,,0.0,-0.0,-2.6551,,0.0,0.7921,35000,0.0,1.9793,-0.039,-0.1194,,,0.0,-0.0,id_50,0.0131,,,0.0,2.8502,-0.0,,0.4917,,,0.0,146162,,57
1381,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.9525,,,-0.0,-0.0,-3.1507,,0.0,0.3705,35000,0.0,1.6868,0.2442,-0.0324,,,0.0,0.0,id_50,-0.0141,,,0.0,2.1564,0.0,,1.3786,,,0.0,146163,,58
1405,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.5345,,,-0.0,-0.0,-2.5626,,0.0,0.6829,35000,0.0,1.8496,0.0422,-0.0013,,,0.0,-0.0,id_50,0.0478,,,0.0,2.8717,-0.0,,0.4538,,,0.0,146164,,59
1429,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.7929,,,-0.0,-0.0,-2.2592,,0.0,0.003,35000,0.0,2.7289,0.3447,-0.0238,,,0.0,0.0,id_50,0.0188,,,0.0,2.4636,0.0,,1.2458,,,0.0,146165,,60
1453,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.208,,,0.0,-0.0,-2.7117,,0.0,0.3313,35000,0.0,2.7158,0.386,0.0082,,,0.0,-0.0,id_50,0.0367,,,0.0,2.5152,-0.0,,1.6422,,,0.0,146166,,61
1477,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.3181,,,0.0,-0.0,-3.9563,,0.0,0.5593,35000,0.0,2.5086,0.3179,-0.1076,,,0.0,0.0,id_50,0.0312,,,0.0,3.7346,-0.0,,1.739,,,0.0,146167,,62
1501,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.9132,,,-0.0,-0.0,-4.0541,,0.0,0.6109,35000,0.0,2.7873,0.2095,0.0136,,,0.0,0.0,id_50,-0.0092,,,0.0,3.6363,-0.0,,1.5063,,,0.0,146168,,63
1525,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.7649,,,0.0,-0.0,-1.7992,,0.0,-0.1007,35000,0.0,3.2857,0.2421,0.1861,,,0.0,0.0,id_50,-0.501,,,0.0,0.2876,0.038,,3.4121,,,0.0,146169,,64
1549,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.8232,,,-0.0,0.0,-5.177,,0.0,0.9135,35000,0.0,1.1686,-0.015,0.0,,,0.0,0.0,id_50,-0.2915,,,0.0,0.4428,-0.0219,,4.9724,,,0.0,146170,,65
1573,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.2834,,,-0.0,-0.0,-0.2996,,0.0,0.0454,35000,0.0,1.3463,0.118,-0.1062,,,0.0,0.0,id_50,-0.6956,,,0.0,0.2074,-0.0035,,2.0176,,,0.0,146171,,66
1597,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.2125,,,0.0,-0.0,-5.0823,,0.0,0.8218,35000,0.0,3.5197,-0.1024,-0.124,,,0.0,0.0,id_50,-0.2377,,,0.0,4.1775,0.0003,,4.7594,,,0.0,146172,,67
1621,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.6979,,,0.0,-0.0,-6.6647,,0.0,1.8824,35000,0.0,1.4524,0.0923,-0.055,,,0.0,-0.0,id_50,-0.2405,,,0.0,6.1087,0.0006,,2.5741,,,0.0,146173,,68
1645,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.1115,,,0.0,0.0,-0.0017,,0.0,-0.0209,35000,0.0,-0.2875,0.0014,0.0214,,,0.0,0.0,id_50,0.1246,,,0.0,-0.1811,-0.0243,,-0.0309,,,0.0,146174,,69
1669,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.1614,,,0.0,-0.0,0.0397,,0.0,-0.0258,35000,0.0,0.674,-0.0304,0.0126,,,0.0,0.0,id_50,-0.0084,,,0.0,-0.1234,0.0102,,-0.0358,,,0.0,146175,,70
1693,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0358,,,-0.0,-0.0,-0.0156,,0.0,0.008,35000,0.0,0.3631,-0.0126,-0.0189,,,0.0,0.0,id_50,0.002,,,0.0,0.0278,0.0014,,-0.0279,,,0.0,146176,,71
1717,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0776,,,0.0,-0.0,0.0145,,0.0,-0.0924,35000,0.0,0.6613,-0.0066,0.0127,,,0.0,0.0,id_50,-0.0119,,,0.0,0.0055,0.0021,,-0.0016,,,0.0,146177,,72
1741,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.0281,,,-0.0,0.0,0.0792,,0.0,-0.021,35000,0.0,0.4202,0.0042,-0.0076,,,0.0,0.0,id_50,0.016,,,0.0,-0.0824,-0.0017,,-0.0149,,,0.0,146178,,73
1765,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0753,,,-0.0,0.0,0.0257,,0.0,0.0469,35000,0.0,0.1964,-0.0092,0.008,,,0.0,-0.0,id_50,0.0084,,,0.0,0.0045,-0.0,,-0.0091,,,0.0,146179,,74
1789,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.2121,,,0.0,0.0,-0.0597,,0.0,0.0449,35000,0.0,-0.4832,0.0541,0.0034,,,0.0,0.0,id_50,0.0195,,,0.0,0.1137,-0.0,,0.0362,,,0.0,146180,,75
1813,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1144,,,0.0,-0.0,-0.0001,,0.0,0.0161,35000,0.0,-0.0192,0.0291,-0.0325,,,0.0,-0.0,id_50,0.0063,,,0.0,0.1271,0.0,,-0.0317,,,0.0,146181,,76
1837,,zemu_1.2-60000_rscript_validated-ref,,-0.0,0.0,-0.0681,,,-0.0,0.0,0.0006,,0.0,0.0123,35000,0.0,-0.4597,-0.006,-0.0002,,,0.0,0.0,id_50,-0.0243,,,0.0,-0.0632,0.0,,0.0126,,,0.0,146182,,77
1861,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.4606,,,-0.0,0.0,-0.5632,,0.0,-0.0066,35000,0.0,-1.3382,0.0266,0.069,,,0.0,0.0,id_50,0.0451,,,0.0,-0.2351,0.0,,0.2035,,,0.0,146183,,78
1885,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.2739,,,-0.0,-0.0,3.5641,,0.0,-0.049,35000,0.0,-1.9872,-0.0077,-0.3427,,,0.0,0.0,id_50,0.2937,,,0.0,-4.0119,0.0,,-1.7204,,,0.0,146184,,79
1909,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.0049,,,0.0,0.0,0.0131,,0.0,0.0343,35000,0.0,-0.4026,-0.004,-0.0133,,,0.0,0.0,id_50,0.0104,,,0.0,0.0274,-0.0,,-0.0629,,,0.0,146185,,80
1933,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.1092,,,-0.0,0.0,3.2283,,0.0,-0.0493,35000,0.0,-2.3983,-0.0159,-0.2638,,,0.0,-0.0,id_50,0.3336,,,0.0,-3.712,-0.0,,-1.63,,,0.0,146186,,81
1957,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.299,,,0.0,-0.0,3.7594,,0.0,-0.3295,35000,0.0,-3.0571,0.0488,-0.1339,,,0.0,-0.0,id_50,0.2524,,,0.0,-4.116,-0.0,,-1.7802,,,0.0,146187,,82
1981,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-2.2551,,,0.0,0.0,3.8343,,0.0,-0.2015,35000,0.0,-3.3617,0.0267,-0.1615,,,0.0,0.0,id_50,0.309,,,0.0,-4.2518,-0.0,,-1.8102,,,0.0,146188,,83
2005,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,2.8123,,,-0.0,-0.0,-3.9923,,0.0,0.8776,35000,0.0,0.6912,0.0327,-0.316,,,0.0,0.0,id_50,-0.307,,,0.0,5.4362,-0.0877,,1.1687,,,0.0,146189,,84
2029,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,4.6264,,,0.0,-0.0,-1.0877,,0.0,0.1933,35000,0.0,0.869,-0.0054,0.5775,,,0.0,0.0,id_50,-0.549,,,0.0,-0.0108,0.0713,,5.4372,,,0.0,146190,,85
2053,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.2061,,,-0.0,-0.0,-0.773,,0.0,-0.0127,35000,0.0,0.925,0.0103,0.0507,,,0.0,0.0,id_50,-0.5476,,,0.0,0.2788,0.0029,,4.1968,,,0.0,146191,,86
2077,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.7255,,,0.0,0.0,-0.9209,,0.0,0.051,35000,0.0,1.7329,0.0121,0.0207,,,0.0,0.0,id_50,-0.0605,,,0.0,1.3197,-0.0423,,0.3456,,,0.0,146192,,87
2101,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,5.414,,,-0.0,-0.0,2.1887,,0.0,-0.0273,35000,0.0,2.5151,-0.0001,0.0195,,,0.0,0.0,id_50,-0.6302,,,0.0,-0.3252,-0.0004,,4.1891,,,0.0,146193,,88
2125,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,1.3722,,,0.0,-0.0,-0.9154,,0.0,0.0558,35000,0.0,-0.0575,0.0133,0.0334,,,0.0,0.0,id_50,-0.1874,,,0.0,1.7469,-0.0451,,0.6709,,,0.0,146194,,89
2149,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,5.4752,,,-0.0,-0.0,1.7176,,0.0,-0.0653,35000,0.0,2.4444,0.0,-0.0992,,,0.0,-0.0,id_50,-0.8566,,,0.0,0.2284,-0.0026,,4.5529,,,0.0,146195,,90
2173,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,3.6138,,,0.0,0.0,1.3487,,0.0,0.077,35000,0.0,2.2943,-0.0003,0.1131,,,0.0,0.0,id_50,-0.5702,,,0.0,-0.0263,0.0019,,2.6699,,,0.0,146196,,91
2197,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,-0.1332,,,-0.0,-0.0,-0.3482,,0.0,0.0206,35000,0.0,-0.0426,0.0019,-0.0209,,,0.0,0.0,id_50,-0.0006,,,0.0,0.0779,-0.0017,,0.1377,,,0.0,146197,,92
2221,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.776,,,-0.0,-0.0,-1.5996,,0.0,0.0712,35000,0.0,-0.0456,-0.0002,0.2308,,,0.0,0.0,id_50,-0.2,,,0.0,0.4203,-0.0029,,1.8563,,,0.0,146198,,93
2245,,zemu_1.2-60000_rscript_validated-ref,,0.0,0.0,0.1527,,,-0.0,0.0,-0.1783,,0.0,0.0664,35000,0.0,0.6682,0.0072,-0.0314,,,0.0,0.0,id_50,-0.0045,,,0.0,0.1774,0.0047,,0.1111,,,0.0,146199,,94
