,fa_dun_dev,PredictionRunName,cart_bonded,fa_intra_sol_xover4,yhh_planarity,total,fa_intra_elec,fa_dun_semi,pro_close,hbond_sr_bb,fa_sol,lk_ball_bridge,rama_prepro,hbond_sc,ScoreMethodID,ref,ExperimentalDDG,hbond_bb_sc,lk_ball_wtd,lk_ball_iso,fa_intra_rep_xover4,fa_dun,fa_intra_rep,StructureOrder,fa_rep,lk_ball,fa_dun_rot,omega,fa_elec,hbond_lr_bb,hxl_tors,fa_atr,lk_ball_bridge_uncpl,fa_intra_atr_xover4,p_aa_pp,PredictionID,rama,DataSetID
251,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,8.3329,,,0.0,0.0,-5.1388,,,2.3124,30000,0.0,6.6383,-0.0132,,,,0.0,0.0,id_50,-0.4519,,,0.0,1.2943,-0.0,,10.3301,,,0.0,152316,0.0,11
275,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,4.27,,,0.0,0.0,-5.5995,,,0.1271,30000,0.0,6.974,0.3517,,,,0.0,0.0,id_50,-0.3702,,,0.0,0.85,-0.0,,8.9108,,,0.0,152317,0.0,12
299,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.5328,,,-0.0,-0.0,-8.0391,,,1.4724,30000,0.0,6.7643,0.4664,,,,0.0,0.0,id_50,-0.589,,,0.0,3.685,-0.0,,6.5371,,,0.0,152318,0.0,13
323,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,5.6531,,,0.0,-0.0,-9.2013,,,1.0589,30000,0.0,10.1004,0.3608,,,,0.0,0.0,id_50,-0.7452,,,0.0,3.2489,0.0,,10.931,,,0.0,152319,0.0,14
347,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,8.8984,,,0.0,0.0,-8.6897,,,1.5017,30000,0.0,8.5256,0.4584,,,,0.0,0.0,id_50,-0.6748,,,0.0,2.6135,0.0,,13.6893,,,0.0,152320,0.0,15
371,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.8761,,,0.0,0.0,-2.5042,,,0.774,30000,0.0,3.2342,0.0124,,,,0.0,0.0,id_50,-0.5187,,,0.0,1.9206,0.0,,4.192,,,0.0,152321,0.0,16
395,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.2559,,,-0.0,-0.0,-2.9281,,,0.8923,30000,0.0,6.6603,-0.0229,,,,0.0,0.0,id_50,-0.2701,,,0.0,1.5413,0.0,,4.0433,,,0.0,152322,0.0,17
419,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.4781,,,0.0,0.0,-3.4828,,,0.3386,30000,0.0,4.1066,-0.1256,,,,0.0,0.0,id_50,-0.2109,,,0.0,1.1804,0.0,,4.7785,,,0.0,152323,0.0,18
443,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,8.3051,,,-0.0,-0.0,-4.4152,,,2.598,30000,0.0,6.4454,-0.1299,,,,0.0,0.0,id_50,-0.5361,,,0.0,2.4865,0.0,,8.3019,,,0.0,152324,0.0,19
467,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,4.9759,,,0.0,0.0,-5.9434,,,1.1466,30000,0.0,6.1997,0.1402,,,,0.0,0.0,id_50,-0.6137,,,0.0,1.962,0.0,,8.2842,,,0.0,152325,0.0,20
491,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,9.9918,,,-0.0,0.0,-6.5672,,,3.0993,30000,0.0,9.1169,-0.0058,,,,0.0,0.0,id_50,-0.717,,,0.0,2.6486,0.0,,11.534,,,0.0,152326,0.0,21
515,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.7773,,,0.0,-0.0,-1.1731,,,0.0377,30000,0.0,0.1187,0.0132,,,,0.0,0.0,id_50,-0.0264,,,0.0,-0.0192,0.0,,0.3904,,,0.0,152327,0.0,22
539,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.5497,,,-0.0,0.0,-1.6546,,,1.2843,30000,0.0,2.1496,-0.0097,,,,0.0,0.0,id_50,-0.0005,,,0.0,1.1532,-0.0,,0.7769,,,0.0,152328,0.0,23
563,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.2276,,,0.0,0.0,-3.9304,,,0.1832,30000,0.0,7.168,-0.0579,,,,0.0,-0.0,id_50,-0.7965,,,0.0,0.3183,0.0,,6.5108,,,0.0,152329,0.0,24
587,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,6.9396,,,0.0,-0.0,-4.3234,,,1.0728,30000,0.0,7.2378,-0.0144,,,,0.0,0.0,id_50,-0.9849,,,0.0,0.9432,0.0,,10.2462,,,0.0,152330,0.0,25
611,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0845,,,0.0,0.0,-0.1703,,,-0.0521,30000,0.0,0.2401,0.0014,,,,0.0,0.0,id_50,-0.0081,,,0.0,0.0369,-0.0,,0.1077,,,0.0,152331,0.0,26
635,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.3148,,,0.0,0.0,-4.0851,,,0.9995,30000,0.0,1.2556,-0.0109,,,,0.0,0.0,id_50,-0.1541,,,0.0,3.2549,-0.0,,3.3104,,,0.0,152332,0.0,27
659,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.5827,,,0.0,0.0,-4.1057,,,-0.0441,30000,0.0,3.476,-0.0081,,,,0.0,0.0,id_50,-0.3503,,,0.0,0.5833,0.0,,3.3422,,,0.0,152333,0.0,28
683,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0339,,,0.0,-0.0,-1.6044,,,0.04,30000,0.0,2.364,0.1134,,,,0.0,0.0,id_50,-0.0849,,,0.0,0.1446,0.0,,1.4253,,,0.0,152334,0.0,29
707,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.4595,,,0.0,0.0,-2.9167,,,0.5669,30000,0.0,0.2721,0.051,,,,0.0,0.0,id_50,-0.1152,,,0.0,1.444,-0.0,,2.4295,,,0.0,152335,0.0,30
731,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.6585,,,0.0,0.0,-1.0434,,,0.3023,30000,0.0,0.3853,-0.0121,,,,0.0,-0.0,id_50,-0.0024,,,0.0,0.5439,0.0,,0.8702,,,0.0,152336,0.0,31
755,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.3128,,,0.0,-0.0,-2.809,,,0.9993,30000,0.0,3.7715,-0.0438,,,,0.0,0.0,id_50,-0.2025,,,0.0,0.5168,0.0,,2.8521,,,0.0,152337,0.0,32
779,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.6111,,,0.0,0.0,-0.2692,,,-0.1359,30000,0.0,1.9536,0.0403,,,,0.0,0.0,id_50,-0.0746,,,0.0,-0.0212,-0.0,,1.0716,,,0.0,152338,0.0,33
803,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.4461,,,0.0,-0.0,-0.8119,,,0.0167,30000,0.0,1.375,-0.0163,,,,0.0,0.0,id_50,-0.0599,,,0.0,0.8261,0.0025,,0.4888,,,0.0,152339,0.0,34
827,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.2155,,,0.0,-0.0,-0.467,,,0.0221,30000,0.0,-0.0639,0.0107,,,,0.0,0.0,id_50,0.0113,,,0.0,-0.0807,-0.0001,,0.288,,,0.0,152340,0.0,35
851,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.979,,,0.0,0.0,-1.9214,,,1.4382,30000,0.0,-0.882,0.423,,,,0.0,0.0,id_50,-0.0102,,,0.0,1.3866,0.0406,,1.6222,,,0.0,152341,0.0,36
875,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0157,,,-0.0,0.0,0.0035,,,0.0107,30000,0.0,0.8887,-0.0002,,,,0.0,0.0,id_50,0.0018,,,0.0,-0.0034,-0.004,,0.0073,,,0.0,152342,0.0,37
899,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.6561,,,-0.0,0.0,0.0982,,,-0.0122,30000,0.0,0.0,0.0055,,,,0.0,0.0,id_50,-0.1984,,,0.0,0.0359,-0.0056,,0.7328,,,0.0,152343,0.0,38
923,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.1279,,,0.0,-0.0,-3.3477,,,1.5001,30000,0.0,1.3317,0.6276,,,,0.0,0.0,id_50,-0.1671,,,0.0,1.5432,0.0009,,2.9709,,,0.0,152344,0.0,39
947,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,4.2613,,,0.0,0.0,-9.6986,,,0.8065,30000,0.0,2.4325,1.8665,,,,0.0,0.0,id_50,-0.0636,,,0.0,3.2924,-0.154,,8.2121,,,0.0,152345,0.0,40
971,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0145,,,0.0,0.0,-0.0036,,,0.0474,30000,0.0,-0.2458,-0.0141,,,,0.0,0.0,id_50,0.0094,,,0.0,-0.0324,-0.004,,0.0117,,,0.0,152346,0.0,41
995,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1698,,,-0.0,-0.0,-0.2251,,,-0.0256,30000,0.0,-0.4201,-0.0317,,,,0.0,0.0,id_50,-0.0224,,,0.0,0.0829,-0.0049,,0.0571,,,0.0,152347,0.0,42
1019,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0282,,,0.0,0.0,0.0063,,,0.0055,30000,0.0,1.57,0.0054,,,,0.0,0.0,id_50,-0.004,,,0.0,0.0137,0.0007,,0.0007,,,0.0,152348,0.0,43
1043,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0841,,,-0.0,0.0,0.0471,,,0.0117,30000,0.0,-0.2458,0.0074,,,,0.0,0.0,id_50,-0.0047,,,0.0,0.0399,-0.0074,,-0.0099,,,0.0,152349,0.0,44
1067,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0063,,,-0.0,-0.0,-0.0045,,,0.0212,30000,0.0,-0.2458,-0.0026,,,,0.0,0.0,id_50,-0.0022,,,0.0,0.0022,-0.0038,,-0.0038,,,0.0,152350,0.0,45
1091,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.4358,,,-0.0,0.0,0.8331,,,-0.5744,30000,0.0,0.3096,-0.0234,,,,0.0,0.0,id_50,0.0577,,,0.0,-0.8541,0.0045,,-0.8792,,,0.0,152351,0.0,46
1115,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.6596,,,0.0,-0.0,-0.8581,,,-0.03,30000,0.0,2.7384,-0.0422,,,,0.0,0.0,id_50,-0.4724,,,0.0,-0.0618,-0.0031,,3.1273,,,0.0,152352,0.0,47
1139,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.1546,,,-0.0,0.0,-0.0194,,,0.0362,30000,0.0,1.4347,-0.0316,,,,0.0,0.0,id_50,0.0058,,,0.0,-0.0615,-0.0056,,-0.0785,,,0.0,152353,0.0,48
1163,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.3202,,,0.0,0.0,0.2695,,,-0.0288,30000,0.0,0.2721,-0.0001,,,,0.0,0.0,id_50,0.0022,,,0.0,-0.2655,0.0018,,-0.2991,,,0.0,152354,0.0,49
1187,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0051,,,-0.0,-0.0,-0.0055,,,-0.0063,30000,0.0,0.0,-0.0142,,,,0.0,0.0,id_50,0.0115,,,0.0,0.0164,-0.0032,,-0.0039,,,0.0,152355,0.0,50
1211,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.9016,,,0.0,0.0,-0.3441,,,0.1083,30000,0.0,0.2721,-0.0092,,,,0.0,0.0,id_50,-0.1319,,,0.0,0.1406,-0.0038,,1.1417,,,0.0,152356,0.0,51
1235,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0586,,,-0.0,0.0,-0.8835,,,0.817,30000,0.0,1.2387,-0.028,,,,0.0,0.0,id_50,-0.0305,,,0.0,0.5769,-0.0,,0.6067,,,0.0,152357,0.0,52
1259,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0575,,,0.0,-0.0,-0.4886,,,0.8157,30000,0.0,0.7917,0.002,,,,0.0,0.0,id_50,-0.0174,,,0.0,0.6991,-0.0,,0.0467,,,0.0,152358,0.0,53
1283,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0316,,,-0.0,-0.0,-1.4024,,,0.198,30000,0.0,1.2652,0.2759,,,,0.0,0.0,id_50,-0.0632,,,0.0,0.9056,-0.0,,1.1177,,,0.0,152359,0.0,54
1307,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.4295,,,-0.0,0.0,-0.5253,,,0.0396,30000,0.0,1.0266,0.0074,,,,0.0,-0.0,id_50,0.0046,,,0.0,0.6718,0.0,,0.2314,,,0.0,152360,0.0,55
1331,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.0007,,,-0.0,-0.0,-2.002,,,0.9783,30000,0.0,1.8489,0.3179,,,,0.0,-0.0,id_50,-0.0832,,,0.0,1.4527,0.0,,1.337,,,0.0,152361,0.0,56
1355,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.5204,,,0.0,0.0,-1.1216,,,0.8267,30000,0.0,1.9793,-0.018,,,,0.0,0.0,id_50,-0.0366,,,0.0,1.5342,0.0,,0.3358,,,0.0,152362,0.0,57
1379,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.9876,,,-0.0,-0.0,-2.4591,,,1.0027,30000,0.0,1.6868,0.2555,,,,0.0,0.0,id_50,-0.0754,,,0.0,1.5991,0.0,,1.6648,,,0.0,152363,0.0,58
1403,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.2387,,,0.0,0.0,-1.4511,,,0.8733,30000,0.0,1.8496,-0.0342,,,,0.0,0.0,id_50,-0.0406,,,0.0,1.2949,-0.0,,0.5964,,,0.0,152364,0.0,59
1427,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.5878,,,-0.0,0.0,-2.1136,,,0.1359,30000,0.0,2.7289,0.322,,,,0.0,0.0,id_50,-0.0076,,,0.0,1.7438,0.0,,1.5073,,,0.0,152365,0.0,60
1451,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.8252,,,0.0,0.0,-2.2766,,,0.5824,30000,0.0,2.7158,0.3418,,,,0.0,0.0,id_50,-0.0335,,,0.0,1.3495,-0.0,,1.8615,,,0.0,152366,0.0,61
1475,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.5633,,,0.0,0.0,-2.3936,,,0.6965,30000,0.0,2.5086,0.2308,,,,0.0,-0.0,id_50,-0.0915,,,0.0,1.6334,0.0,,1.4877,,,0.0,152367,0.0,62
1499,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.2467,,,0.0,-0.0,-2.5552,,,0.9537,30000,0.0,2.7873,0.3547,,,,0.0,0.0,id_50,-0.0804,,,0.0,2.0371,0.0,,1.5368,,,0.0,152368,0.0,63
1523,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.3379,,,-0.0,-0.0,-2.5852,,,0.0508,30000,0.0,3.2857,0.0806,,,,0.0,0.0,id_50,-0.2287,,,0.0,0.2198,0.008,,3.7926,,,0.0,152369,0.0,64
1547,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.4668,,,0.0,0.0,-4.9234,,,0.7216,30000,0.0,1.1686,0.0838,,,,0.0,-0.0,id_50,-0.1805,,,0.0,0.1615,-0.0198,,4.6237,,,0.0,152370,0.0,65
1571,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.7424,,,0.0,-0.0,-0.6406,,,0.0633,30000,0.0,1.3463,-0.0794,,,,0.0,0.0,id_50,-0.4943,,,0.0,0.1579,-0.0034,,1.739,,,0.0,152371,0.0,66
1595,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.9414,,,0.0,-0.0,-2.4231,,,0.6526,30000,0.0,3.5197,0.193,,,,0.0,0.0,id_50,-0.0867,,,0.0,1.6492,-0.0054,,3.9619,,,0.0,152372,0.0,67
1619,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.6395,,,0.0,0.0,-3.4242,,,0.8145,30000,0.0,1.4524,0.3414,,,,0.0,0.0,id_50,-0.2196,,,0.0,1.9314,0.0022,,2.1937,,,0.0,152373,0.0,68
1643,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0916,,,-0.0,-0.0,0.0147,,,0.0431,30000,0.0,-0.2875,0.0467,,,,0.0,-0.0,id_50,0.0239,,,0.0,0.0092,-0.0008,,-0.0452,,,0.0,152374,0.0,69
1667,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0105,,,0.0,-0.0,-0.1205,,,0.0167,30000,0.0,0.674,-0.0062,,,,0.0,0.0,id_50,-0.0152,,,0.0,0.0664,-0.0043,,0.0527,,,0.0,152375,0.0,70
1691,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0145,,,0.0,-0.0,0.0204,,,-0.0139,30000,0.0,0.3631,0.0317,,,,0.0,0.0,id_50,-0.0362,,,0.0,-0.0193,0.0091,,-0.0062,,,0.0,152376,0.0,71
1715,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0332,,,-0.0,0.0,-0.0394,,,0.0112,30000,0.0,0.6613,-0.0403,,,,0.0,0.0,id_50,-0.0187,,,0.0,0.0153,0.0024,,0.0363,,,0.0,152377,0.0,72
1739,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0482,,,0.0,-0.0,-0.0007,,,0.0316,30000,0.0,0.4202,0.0012,,,,0.0,-0.0,id_50,-0.0025,,,0.0,0.0292,-0.0009,,-0.0096,,,0.0,152378,0.0,73
1763,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.055,,,-0.0,-0.0,0.008,,,0.0537,30000,0.0,0.1964,-0.0182,,,,0.0,0.0,id_50,-0.0175,,,0.0,0.0489,-0.0,,-0.0199,,,0.0,152379,0.0,74
1787,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0346,,,0.0,0.0,0.0089,,,0.0057,30000,0.0,-0.4832,0.0218,,,,0.0,0.0,id_50,0.0154,,,0.0,0.0099,-0.0,,-0.0271,,,0.0,152380,0.0,75
1811,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.161,,,-0.0,-0.0,0.1842,,,0.0701,30000,0.0,-0.0192,-0.0038,,,,0.0,0.0,id_50,0.0115,,,0.0,0.0342,0.0,,-0.1351,,,0.0,152381,0.0,76
1835,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0205,,,-0.0,-0.0,0.046,,,0.0403,30000,0.0,-0.4597,-0.0087,,,,0.0,0.0,id_50,-0.0066,,,0.0,-0.0177,-0.0,,-0.0328,,,0.0,152382,0.0,77
1859,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.2508,,,-0.0,0.0,-0.2742,,,-0.0012,30000,0.0,-1.3382,-0.0029,,,,0.0,0.0,id_50,0.018,,,0.0,-0.117,0.0,,0.1264,,,0.0,152383,0.0,78
1883,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.1691,,,-0.0,-0.0,1.8877,,,-0.0703,30000,0.0,-1.9872,-0.0987,,,,0.0,0.0,id_50,0.0772,,,0.0,-1.8287,0.0,,-1.1363,,,0.0,152384,0.0,79
1907,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.487,,,-0.0,-0.0,0.0561,,,0.2659,30000,0.0,-0.4026,-0.0038,,,,0.0,0.0,id_50,-0.0274,,,0.0,0.1949,-0.0,,0.0013,,,0.0,152385,0.0,80
1931,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.6713,,,0.0,-0.0,1.7004,,,0.0971,30000,0.0,-2.3983,-0.0093,,,,0.0,0.0,id_50,0.0436,,,0.0,-1.5068,0.0,,-0.9963,,,0.0,152386,0.0,81
1955,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.4077,,,-0.0,0.0,2.7859,,,-0.255,30000,0.0,-3.0571,-0.0167,,,,0.0,0.0,id_50,0.1469,,,0.0,-2.1482,0.0,,-1.9207,,,0.0,152387,0.0,82
1979,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-1.3216,,,0.0,0.0,3.0387,,,-0.2614,30000,0.0,-3.3617,-0.0047,,,,0.0,0.0,id_50,0.2291,,,0.0,-2.1947,-0.0,,-2.1285,,,0.0,152388,0.0,83
2003,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.188,,,-0.0,-0.0,-1.8242,,,0.2779,30000,0.0,0.6912,0.0079,,,,0.0,0.0,id_50,-0.2438,,,0.0,1.777,0.0211,,1.1721,,,0.0,152389,0.0,84
2027,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.0517,,,-0.0,-0.0,-1.9243,,,0.1857,30000,0.0,0.869,0.0042,,,,0.0,0.0,id_50,-0.217,,,0.0,-0.16,0.0216,,4.1414,,,0.0,152390,0.0,85
2051,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.9951,,,-0.0,-0.0,-0.4155,,,0.0001,30000,0.0,0.925,-0.0018,,,,0.0,-0.0,id_50,-0.1426,,,0.0,0.0306,-0.0162,,1.5404,,,0.0,152391,0.0,86
2075,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.1011,,,0.0,-0.0,-0.2966,,,0.0311,30000,0.0,1.7329,0.012,,,,0.0,0.0,id_50,0.0017,,,0.0,0.2207,-0.029,,0.1613,,,0.0,152392,0.0,87
2099,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.0426,,,0.0,0.0,0.6375,,,-0.0449,30000,0.0,2.5151,0.0007,,,,0.0,0.0,id_50,-0.2556,,,0.0,-0.0846,-0.0046,,2.7941,,,0.0,152393,0.0,88
2123,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.3188,,,-0.0,0.0,-0.4158,,,0.0266,30000,0.0,-0.0575,-0.0017,,,,0.0,0.0,id_50,-0.0744,,,0.0,0.3831,-0.0198,,0.4207,,,0.0,152394,0.0,89
2147,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.3153,,,-0.0,0.0,-0.0782,,,0.002,30000,0.0,2.4444,-0.0103,,,,0.0,-0.0,id_50,-0.2869,,,0.0,0.0766,-0.0079,,2.6201,,,0.0,152395,0.0,90
2171,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.0412,,,0.0,-0.0,0.3531,,,-0.1135,30000,0.0,2.2943,0.0036,,,,0.0,0.0,id_50,-0.2725,,,0.0,-0.0863,0.0016,,1.1551,,,0.0,152396,0.0,91
2195,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.0789,,,0.0,0.0,-0.0413,,,0.0028,30000,0.0,-0.0426,0.0011,,,,0.0,0.0,id_50,-0.0166,,,0.0,0.0274,0.0026,,0.1029,,,0.0,152397,0.0,92
2219,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,0.2256,,,-0.0,-0.0,-0.8051,,,0.0173,30000,0.0,-0.0456,-0.0013,,,,0.0,0.0,id_50,-0.0956,,,0.0,0.1772,-0.0033,,0.9364,,,0.0,152398,0.0,93
2243,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,-0.0699,,,0.0,-0.0,0.0072,,,-0.0206,30000,0.0,0.6682,-0.0054,,,,0.0,0.0,id_50,0.0071,,,0.0,-0.0037,-0.0001,,-0.0544,,,0.0,152399,0.0,94
2267,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.2945,,,-0.0,-0.0,0.7966,,,-0.385,30000,0.0,1.0867,-0.0251,,,,0.0,0.0,id_50,-0.0264,,,0.0,-1.507,-0.0026,,2.444,,,0.0,152400,0.0,95
2291,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,2.4032,,,-0.0,0.0,-0.6442,,,0.054,30000,0.0,2.0628,-0.0806,,,,0.0,0.0,id_50,-0.1457,,,0.0,0.2492,-0.0017,,2.9722,,,0.0,152401,0.0,96
2315,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,3.5547,,,0.0,-0.0,-2.8528,,,0.2062,30000,0.0,1.3636,0.0335,,,,0.0,0.0,id_50,-0.9086,,,0.0,0.0751,0.0012,,7.0001,,,0.0,152402,0.0,97
2339,,zemu_1.2-60000_rscript_simplified-t14,,,0.0,1.1797,,,0.0,-0.0,0.4104,,,0.015,30000,0.0,1.2939,-0.1197,,,,0.0,0.0,id_50,-0.7304,,,0.0,-0.0124,0.0148,,1.602,,,0.0,152403,0.0,98
